as_of,sleeve,call,dist_pct,confidence,close,next_close,next_ret_pct,result,scored_on,source
2024-07-15,BTC,LONG,12.0,HIGH,64870.15,65097.15,0.35,RIGHT,2024-07-16,BACKFILL
2024-07-15,GLD,HELD,9.92,HIGH,223.83,228.29,1.993,RIGHT,2024-07-16,BACKFILL
2024-07-15,QQQ,LONG,13.18,HIGH,491.0,491.19,0.039,RIGHT,2024-07-16,BACKFILL
2024-07-16,BTC,LONG,12.11,HIGH,65097.15,64118.79,-1.503,WRONG,2024-07-17,BACKFILL
2024-07-16,GLD,HELD,11.96,HIGH,228.29,227.23,-0.464,WRONG,2024-07-17,BACKFILL
2024-07-16,QQQ,LONG,13.04,HIGH,491.19,476.77,-2.936,WRONG,2024-07-17,BACKFILL
2024-07-17,BTC,LONG,10.17,HIGH,64118.79,63974.07,-0.226,WRONG,2024-07-18,BACKFILL
2024-07-17,GLD,HELD,11.29,HIGH,227.23,225.78,-0.638,WRONG,2024-07-18,BACKFILL
2024-07-17,QQQ,LONG,9.57,HIGH,476.77,474.51,-0.474,WRONG,2024-07-18,BACKFILL
2024-07-18,BTC,LONG,9.64,HIGH,63974.07,66710.16,4.277,RIGHT,2024-07-19,BACKFILL
2024-07-18,GLD,HELD,10.43,HIGH,225.78,221.73,-1.794,WRONG,2024-07-19,BACKFILL
2024-07-18,QQQ,LONG,8.91,HIGH,474.51,470.31,-0.885,WRONG,2024-07-19,BACKFILL
2024-07-19,BTC,LONG,14.0,HIGH,66710.16,67585.25,1.312,RIGHT,2024-07-22,BACKFILL
2024-07-19,GLD,HELD,8.31,HIGH,221.73,221.8,0.032,RIGHT,2024-07-22,BACKFILL
2024-07-19,QQQ,LONG,7.82,HIGH,470.31,477.31,1.488,RIGHT,2024-07-22,BACKFILL
2024-07-22,BTC,LONG,15.17,HIGH,67585.25,65927.67,-2.453,WRONG,2024-07-23,BACKFILL
2024-07-22,GLD,HELD,8.22,HIGH,221.8,222.58,0.352,RIGHT,2024-07-23,BACKFILL
2024-07-22,QQQ,LONG,9.29,HIGH,477.31,475.63,-0.352,WRONG,2024-07-23,BACKFILL
2024-07-23,BTC,LONG,12.05,HIGH,65927.67,65372.13,-0.843,WRONG,2024-07-24,BACKFILL
2024-07-23,GLD,HELD,8.48,HIGH,222.58,221.8,-0.35,WRONG,2024-07-24,BACKFILL
2024-07-23,QQQ,LONG,8.77,HIGH,475.63,458.57,-3.587,WRONG,2024-07-24,BACKFILL
2024-07-24,BTC,LONG,10.82,HIGH,65372.13,65777.23,0.62,RIGHT,2024-07-25,BACKFILL
2024-07-24,GLD,HELD,7.98,HIGH,221.8,218.33,-1.564,WRONG,2024-07-25,BACKFILL
2024-07-24,QQQ,LONG,4.77,MEDIUM,458.57,453.51,-1.103,WRONG,2024-07-25,BACKFILL
2024-07-25,BTC,LONG,11.21,HIGH,65777.23,67912.06,3.246,RIGHT,2024-07-26,BACKFILL
2024-07-25,GLD,HELD,6.19,HIGH,218.33,220.63,1.053,RIGHT,2024-07-26,BACKFILL
2024-07-25,QQQ,LONG,3.54,MEDIUM,453.51,458.17,1.028,RIGHT,2024-07-26,BACKFILL
2024-07-26,BTC,LONG,14.49,HIGH,67912.06,66819.91,-1.608,WRONG,2024-07-29,BACKFILL
2024-07-26,GLD,HELD,7.2,HIGH,220.63,220.32,-0.141,WRONG,2024-07-29,BACKFILL
2024-07-26,QQQ,LONG,4.51,MEDIUM,458.17,459.09,0.201,RIGHT,2024-07-29,BACKFILL
2024-07-29,BTC,LONG,12.36,HIGH,66819.91,66201.02,-0.926,WRONG,2024-07-30,BACKFILL
2024-07-29,GLD,HELD,6.93,HIGH,220.32,222.52,0.999,RIGHT,2024-07-30,BACKFILL
2024-07-29,QQQ,LONG,4.63,MEDIUM,459.09,452.78,-1.374,WRONG,2024-07-30,BACKFILL
2024-07-30,BTC,LONG,11.04,HIGH,66201.02,64619.25,-2.389,WRONG,2024-07-31,BACKFILL
2024-07-30,GLD,HELD,7.89,HIGH,222.52,226.55,1.811,RIGHT,2024-07-31,BACKFILL
2024-07-30,QQQ,LONG,3.11,MEDIUM,452.78,466.18,2.959,RIGHT,2024-07-31,BACKFILL
2024-07-31,BTC,LONG,8.13,HIGH,64619.25,65357.5,1.142,RIGHT,2024-08-01,BACKFILL
2024-07-31,GLD,HELD,9.71,HIGH,226.55,225.77,-0.344,WRONG,2024-08-01,BACKFILL
2024-07-31,QQQ,LONG,6.06,HIGH,466.18,454.89,-2.422,WRONG,2024-08-01,BACKFILL
2024-08-01,BTC,LONG,9.09,HIGH,65357.5,61415.07,-6.032,WRONG,2024-08-02,BACKFILL
2024-08-01,GLD,HELD,9.21,HIGH,225.77,225.34,-0.19,WRONG,2024-08-02,BACKFILL
2024-08-01,QQQ,LONG,3.41,MEDIUM,454.89,444.09,-2.374,WRONG,2024-08-02,BACKFILL
2024-08-02,BTC,LONG,2.31,MEDIUM,61415.07,53991.46,-12.088,WRONG,2024-08-05,BACKFILL
2024-08-02,GLD,HELD,8.89,HIGH,225.34,222.48,-1.269,WRONG,2024-08-05,BACKFILL
2024-08-02,QQQ,LONG,0.9,LOW,444.09,430.85,-2.981,WRONG,2024-08-05,BACKFILL
2024-08-05,BTC,FLAT,-10.17,HIGH,53991.46,56034.32,3.784,WRONG,2024-08-06,BACKFILL
2024-08-05,GLD,HELD,7.4,HIGH,222.48,220.7,-0.8,WRONG,2024-08-06,BACKFILL
2024-08-05,QQQ,FLAT,-2.15,MEDIUM,430.85,434.97,0.956,WRONG,2024-08-06,BACKFILL
2024-08-06,BTC,FLAT,-6.92,HIGH,56034.32,55027.46,-1.797,RIGHT,2024-08-07,BACKFILL
2024-08-06,GLD,HELD,6.44,HIGH,220.7,220.55,-0.068,WRONG,2024-08-07,BACKFILL
2024-08-06,QQQ,FLAT,-1.26,LOW,434.97,430.26,-1.083,RIGHT,2024-08-07,BACKFILL
2024-08-07,BTC,FLAT,-8.69,HIGH,55027.46,61710.14,12.144,WRONG,2024-08-08,BACKFILL
2024-08-07,GLD,HELD,6.27,HIGH,220.55,224.01,1.569,RIGHT,2024-08-08,BACKFILL
2024-08-07,QQQ,FLAT,-2.38,MEDIUM,430.26,443.42,3.059,WRONG,2024-08-08,BACKFILL
2024-08-08,BTC,LONG,2.18,MEDIUM,61710.14,60880.11,-1.345,WRONG,2024-08-09,BACKFILL
2024-08-08,GLD,HELD,7.81,HIGH,224.01,224.56,0.246,RIGHT,2024-08-09,BACKFILL
2024-08-08,QQQ,LONG,0.53,LOW,443.42,445.74,0.523,RIGHT,2024-08-09,BACKFILL
2024-08-09,BTC,LONG,0.62,LOW,60880.11,59354.52,-2.506,WRONG,2024-08-12,BACKFILL
2024-08-09,GLD,HELD,7.96,HIGH,224.56,228.41,1.714,RIGHT,2024-08-12,BACKFILL
2024-08-09,QQQ,LONG,0.98,LOW,445.74,446.7,0.215,RIGHT,2024-08-12,BACKFILL
2024-08-12,BTC,FLAT,-2.06,MEDIUM,59354.52,60609.57,2.114,WRONG,2024-08-13,BACKFILL
2024-08-12,GLD,HELD,9.67,HIGH,228.41,228.06,-0.153,WRONG,2024-08-13,BACKFILL
2024-08-12,QQQ,LONG,1.11,LOW,446.7,457.78,2.48,RIGHT,2024-08-13,BACKFILL
2024-08-13,BTC,FLAT,-0.14,LOW,60609.57,58737.27,-3.089,RIGHT,2024-08-14,BACKFILL
2024-08-13,GLD,HELD,9.36,HIGH,228.06,226.2,-0.816,WRONG,2024-08-14,BACKFILL
2024-08-13,QQQ,LONG,3.53,MEDIUM,457.78,457.93,0.033,RIGHT,2024-08-14,BACKFILL
2024-08-14,BTC,FLAT,-3.36,MEDIUM,58737.27,57560.1,-2.004,RIGHT,2024-08-15,BACKFILL
2024-08-14,GLD,HELD,8.34,HIGH,226.2,226.91,0.314,RIGHT,2024-08-15,BACKFILL
2024-08-14,QQQ,LONG,3.47,MEDIUM,457.93,469.5,2.527,RIGHT,2024-08-15,BACKFILL
2024-08-15,BTC,FLAT,-5.41,HIGH,57560.1,58894.11,2.318,WRONG,2024-08-16,BACKFILL
2024-08-15,GLD,HELD,8.54,HIGH,226.91,231.99,2.239,RIGHT,2024-08-16,BACKFILL
2024-08-15,QQQ,LONG,5.98,HIGH,469.5,470.1,0.128,RIGHT,2024-08-16,BACKFILL
2024-08-16,BTC,FLAT,-3.35,MEDIUM,58894.11,59493.45,1.018,WRONG,2024-08-19,BACKFILL
2024-08-16,GLD,HELD,10.81,HIGH,231.99,231.61,-0.164,WRONG,2024-08-19,BACKFILL
2024-08-16,QQQ,LONG,6.01,HIGH,470.1,476.28,1.315,RIGHT,2024-08-19,BACKFILL
2024-08-19,BTC,FLAT,-2.54,MEDIUM,59493.45,59012.79,-0.808,RIGHT,2024-08-20,BACKFILL
2024-08-19,GLD,HELD,10.49,HIGH,231.61,232.46,0.367,RIGHT,2024-08-20,BACKFILL
2024-08-19,QQQ,LONG,7.29,HIGH,476.28,475.28,-0.21,WRONG,2024-08-20,BACKFILL
2024-08-20,BTC,FLAT,-3.5,MEDIUM,59012.79,61175.19,3.664,WRONG,2024-08-21,BACKFILL
2024-08-20,GLD,HELD,10.73,HIGH,232.46,232.15,-0.133,WRONG,2024-08-21,BACKFILL
2024-08-20,QQQ,LONG,6.95,HIGH,475.28,477.49,0.465,RIGHT,2024-08-21,BACKFILL
2024-08-21,BTC,FLAT,-0.16,LOW,61175.19,60381.91,-1.297,RIGHT,2024-08-22,BACKFILL
2024-08-21,GLD,HELD,10.42,HIGH,232.15,229.37,-1.198,WRONG,2024-08-22,BACKFILL
2024-08-21,QQQ,LONG,7.32,HIGH,477.49,469.92,-1.585,WRONG,2024-08-22,BACKFILL
2024-08-22,BTC,FLAT,-1.66,LOW,60381.91,64094.36,6.148,WRONG,2024-08-23,BACKFILL
2024-08-22,GLD,HELD,8.96,HIGH,229.37,232.02,1.155,RIGHT,2024-08-23,BACKFILL
2024-08-22,QQQ,LONG,5.52,HIGH,469.92,475.02,1.085,RIGHT,2024-08-23,BACKFILL
2024-08-23,BTC,LONG,4.13,MEDIUM,64094.36,62880.66,-1.894,WRONG,2024-08-26,BACKFILL
2024-08-23,GLD,HELD,10.06,HIGH,232.02,232.76,0.319,RIGHT,2024-08-26,BACKFILL
2024-08-23,QQQ,LONG,6.57,HIGH,475.02,470.41,-0.97,WRONG,2024-08-26,BACKFILL
2024-08-26,BTC,LONG,1.9,LOW,62880.66,59504.13,-5.37,WRONG,2024-08-27,BACKFILL
2024-08-26,GLD,HELD,10.25,HIGH,232.76,233.39,0.271,RIGHT,2024-08-27,BACKFILL
2024-08-26,QQQ,LONG,5.45,HIGH,470.41,471.81,0.298,RIGHT,2024-08-27,BACKFILL
2024-08-27,BTC,FLAT,-3.78,MEDIUM,59504.13,59027.62,-0.801,RIGHT,2024-08-28,BACKFILL
2024-08-27,GLD,HELD,10.39,HIGH,233.39,231.75,-0.703,WRONG,2024-08-28,BACKFILL
2024-08-27,QQQ,LONG,5.68,HIGH,471.81,466.46,-1.134,WRONG,2024-08-28,BACKFILL
2024-08-28,BTC,FLAT,-4.74,MEDIUM,59027.62,59388.18,0.611,WRONG,2024-08-29,BACKFILL
2024-08-28,GLD,HELD,9.46,HIGH,231.75,232.95,0.518,RIGHT,2024-08-29,BACKFILL
2024-08-28,QQQ,LONG,4.41,MEDIUM,466.46,465.78,-0.146,WRONG,2024-08-29,BACKFILL
2024-08-29,BTC,FLAT,-4.36,MEDIUM,59388.18,59119.48,-0.452,RIGHT,2024-08-30,BACKFILL
2024-08-29,GLD,HELD,9.87,HIGH,232.95,231.29,-0.713,WRONG,2024-08-30,BACKFILL
2024-08-29,QQQ,LONG,4.19,MEDIUM,465.78,471.33,1.192,RIGHT,2024-08-30,BACKFILL
2024-08-30,BTC,FLAT,-4.97,MEDIUM,59119.48,57431.02,-2.856,RIGHT,2024-09-03,BACKFILL
2024-08-30,GLD,HELD,8.93,HIGH,231.29,230.29,-0.432,WRONG,2024-09-03,BACKFILL
2024-08-30,QQQ,LONG,5.35,HIGH,471.33,457.02,-3.036,WRONG,2024-09-03,BACKFILL
2024-09-03,BTC,FLAT,-7.82,HIGH,57431.02,57971.54,0.941,WRONG,2024-09-04,BACKFILL
2024-09-03,GLD,HELD,8.32,HIGH,230.29,230.43,0.061,RIGHT,2024-09-04,BACKFILL
2024-09-03,QQQ,LONG,2.09,MEDIUM,457.02,455.83,-0.26,WRONG,2024-09-04,BACKFILL
2024-09-04,BTC,FLAT,-7.1,HIGH,57971.54,56160.49,-3.124,RIGHT,2024-09-05,BACKFILL
2024-09-04,GLD,HELD,8.25,HIGH,230.43,232.35,0.833,RIGHT,2024-09-05,BACKFILL
2024-09-04,QQQ,LONG,1.77,LOW,455.83,456.26,0.094,RIGHT,2024-09-05,BACKFILL
2024-09-05,BTC,FLAT,-10.14,HIGH,56160.49,53948.75,-3.938,RIGHT,2024-09-06,BACKFILL
2024-09-05,GLD,HELD,9.0,HIGH,232.35,230.63,-0.74,WRONG,2024-09-06,BACKFILL
2024-09-05,QQQ,LONG,1.8,LOW,456.26,444.03,-2.68,WRONG,2024-09-06,BACKFILL
2024-09-06,BTC,FLAT,-13.78,HIGH,53948.75,57019.54,5.692,WRONG,2024-09-09,BACKFILL
2024-09-06,GLD,HELD,8.05,HIGH,230.63,231.6,0.421,RIGHT,2024-09-09,BACKFILL
2024-09-06,QQQ,FLAT,-0.97,LOW,444.03,449.74,1.286,WRONG,2024-09-09,BACKFILL
2024-09-09,BTC,FLAT,-9.0,HIGH,57019.54,57648.71,1.103,WRONG,2024-09-10,BACKFILL
2024-09-09,GLD,HELD,8.36,HIGH,231.6,232.62,0.44,RIGHT,2024-09-10,BACKFILL
2024-09-09,QQQ,LONG,0.27,LOW,449.74,453.9,0.925,RIGHT,2024-09-10,BACKFILL
2024-09-10,BTC,FLAT,-8.14,HIGH,57648.71,57343.17,-0.53,RIGHT,2024-09-11,BACKFILL
2024-09-10,GLD,HELD,8.69,HIGH,232.62,232.25,-0.159,WRONG,2024-09-11,BACKFILL
2024-09-10,QQQ,LONG,1.15,LOW,453.9,463.76,2.172,RIGHT,2024-09-11,BACKFILL
2024-09-11,BTC,FLAT,-8.77,HIGH,57343.17,58127.01,1.367,WRONG,2024-09-12,BACKFILL
2024-09-11,GLD,HELD,8.37,HIGH,232.25,236.33,1.757,RIGHT,2024-09-12,BACKFILL
2024-09-11,QQQ,LONG,3.28,MEDIUM,463.76,468.31,0.981,RIGHT,2024-09-12,BACKFILL
2024-09-12,BTC,FLAT,-7.66,HIGH,58127.01,60571.3,4.205,WRONG,2024-09-13,BACKFILL
2024-09-12,GLD,HELD,10.11,HIGH,236.33,238.68,0.994,RIGHT,2024-09-13,BACKFILL
2024-09-12,QQQ,LONG,4.23,MEDIUM,468.31,470.41,0.448,RIGHT,2024-09-13,BACKFILL
2024-09-13,BTC,FLAT,-3.93,MEDIUM,60571.3,58192.51,-3.927,RIGHT,2024-09-16,BACKFILL
2024-09-13,GLD,HELD,11.03,HIGH,238.68,238.66,-0.008,WRONG,2024-09-16,BACKFILL
2024-09-13,QQQ,LONG,4.63,MEDIUM,470.41,468.33,-0.442,WRONG,2024-09-16,BACKFILL
2024-09-16,BTC,FLAT,-7.81,HIGH,58192.51,60308.54,3.636,WRONG,2024-09-17,BACKFILL
2024-09-16,GLD,HELD,10.84,HIGH,238.66,237.34,-0.553,WRONG,2024-09-17,BACKFILL
2024-09-16,QQQ,LONG,4.11,MEDIUM,468.33,468.58,0.053,RIGHT,2024-09-17,BACKFILL
2024-09-17,BTC,FLAT,-4.56,MEDIUM,60308.54,61649.68,2.224,WRONG,2024-09-18,BACKFILL
2024-09-17,GLD,HELD,10.06,HIGH,237.34,235.51,-0.771,WRONG,2024-09-18,BACKFILL
2024-09-17,QQQ,LONG,4.1,MEDIUM,468.58,466.55,-0.433,WRONG,2024-09-18,BACKFILL
2024-09-18,BTC,FLAT,-2.56,MEDIUM,61649.68,62940.46,2.094,WRONG,2024-09-19,BACKFILL
2024-09-18,GLD,HELD,9.04,HIGH,235.51,239.17,1.554,RIGHT,2024-09-19,BACKFILL
2024-09-18,QQQ,LONG,3.59,MEDIUM,466.55,478.34,2.527,RIGHT,2024-09-19,BACKFILL
2024-09-19,BTC,FLAT,-0.64,LOW,62940.46,63192.98,0.401,WRONG,2024-09-20,BACKFILL
2024-09-19,GLD,HELD,10.55,HIGH,239.17,242.21,1.271,RIGHT,2024-09-20,BACKFILL
2024-09-19,QQQ,LONG,6.12,HIGH,478.34,477.43,-0.19,WRONG,2024-09-20,BACKFILL
2024-09-20,BTC,FLAT,-0.36,LOW,63192.98,63329.8,0.217,WRONG,2024-09-23,BACKFILL
2024-09-20,GLD,HELD,11.76,HIGH,242.21,242.68,0.194,RIGHT,2024-09-23,BACKFILL
2024-09-20,QQQ,LONG,5.85,HIGH,477.43,478.7,0.266,RIGHT,2024-09-23,BACKFILL
2024-09-23,BTC,FLAT,-0.26,LOW,63329.8,64301.97,1.535,WRONG,2024-09-24,BACKFILL
2024-09-23,GLD,HELD,11.78,HIGH,242.68,246.07,1.397,RIGHT,2024-09-24,BACKFILL
2024-09-23,QQQ,LONG,6.04,HIGH,478.7,481.01,0.483,RIGHT,2024-09-24,BACKFILL
2024-09-24,BTC,LONG,1.14,LOW,64301.97,63143.14,-1.802,WRONG,2024-09-25,BACKFILL
2024-09-24,GLD,HELD,13.14,HIGH,246.07,245.73,-0.138,WRONG,2024-09-25,BACKFILL
2024-09-24,QQQ,LONG,6.46,HIGH,481.01,481.45,0.091,RIGHT,2024-09-25,BACKFILL
2024-09-25,BTC,FLAT,-0.8,LOW,63143.14,65181.02,3.227,WRONG,2024-09-26,BACKFILL
2024-09-25,GLD,HELD,12.78,HIGH,245.73,246.98,0.509,RIGHT,2024-09-26,BACKFILL
2024-09-25,QQQ,LONG,6.46,HIGH,481.45,485.07,0.752,RIGHT,2024-09-26,BACKFILL
2024-09-26,BTC,LONG,2.26,MEDIUM,65181.02,65790.66,0.935,RIGHT,2024-09-27,BACKFILL
2024-09-26,GLD,HELD,13.15,HIGH,246.98,245.02,-0.794,WRONG,2024-09-27,BACKFILL
2024-09-26,QQQ,LONG,7.18,HIGH,485.07,482.38,-0.555,WRONG,2024-09-27,BACKFILL
2024-09-27,BTC,LONG,3.05,MEDIUM,65790.66,63329.5,-3.741,WRONG,2024-09-30,BACKFILL
2024-09-27,GLD,HELD,12.06,HIGH,245.02,243.06,-0.8,WRONG,2024-09-30,BACKFILL
2024-09-27,QQQ,LONG,6.5,HIGH,482.38,483.68,0.269,RIGHT,2024-09-30,BACKFILL
2024-09-30,BTC,FLAT,-0.9,LOW,63329.5,60837.01,-3.936,RIGHT,2024-10-01,BACKFILL
2024-09-30,GLD,HELD,10.98,HIGH,243.06,245.61,1.049,RIGHT,2024-10-01,BACKFILL
2024-09-30,QQQ,LONG,6.71,HIGH,483.68,476.94,-1.393,WRONG,2024-10-01,BACKFILL
2024-10-01,BTC,FLAT,-4.83,MEDIUM,60837.01,60632.79,-0.336,RIGHT,2024-10-02,BACKFILL
2024-10-01,GLD,HELD,11.94,HIGH,245.61,245.66,0.02,RIGHT,2024-10-02,BACKFILL
2024-10-01,QQQ,LONG,5.15,HIGH,476.94,477.62,0.143,RIGHT,2024-10-02,BACKFILL
2024-10-02,BTC,FLAT,-5.13,HIGH,60632.79,60759.4,0.209,WRONG,2024-10-03,BACKFILL
2024-10-02,GLD,HELD,11.77,HIGH,245.66,245.49,-0.069,WRONG,2024-10-03,BACKFILL
2024-10-02,QQQ,LONG,5.23,HIGH,477.62,477.26,-0.075,WRONG,2024-10-03,BACKFILL
2024-10-03,BTC,FLAT,-4.93,MEDIUM,60759.4,62067.48,2.153,WRONG,2024-10-04,BACKFILL
2024-10-03,GLD,HELD,11.5,HIGH,245.49,245.0,-0.2,WRONG,2024-10-04,BACKFILL
2024-10-03,QQQ,LONG,5.08,HIGH,477.26,482.94,1.19,RIGHT,2024-10-04,BACKFILL
2024-10-04,BTC,FLAT,-2.88,MEDIUM,62067.48,62236.66,0.273,WRONG,2024-10-07,BACKFILL
2024-10-04,GLD,HELD,11.11,HIGH,245.0,244.17,-0.339,WRONG,2024-10-07,BACKFILL
2024-10-04,QQQ,LONG,6.26,HIGH,482.94,477.77,-1.071,WRONG,2024-10-07,BACKFILL
2024-10-07,BTC,FLAT,-2.55,MEDIUM,62236.66,62131.97,-0.168,RIGHT,2024-10-08,BACKFILL
2024-10-07,GLD,HELD,10.57,HIGH,244.17,242.37,-0.737,WRONG,2024-10-08,BACKFILL
2024-10-07,QQQ,LONG,5.06,HIGH,477.77,484.9,1.492,RIGHT,2024-10-08,BACKFILL
2024-10-08,BTC,FLAT,-2.7,MEDIUM,62131.97,60582.1,-2.494,RIGHT,2024-10-09,BACKFILL
2024-10-08,GLD,HELD,9.6,HIGH,242.37,241.05,-0.545,WRONG,2024-10-09,BACKFILL
2024-10-08,QQQ,LONG,6.55,HIGH,484.9,488.72,0.788,RIGHT,2024-10-09,BACKFILL
2024-10-09,BTC,FLAT,-5.07,HIGH,60582.1,60274.5,-0.508,RIGHT,2024-10-10,BACKFILL
2024-10-09,GLD,HELD,8.87,HIGH,241.05,242.82,0.734,RIGHT,2024-10-10,BACKFILL
2024-10-09,QQQ,LONG,7.3,HIGH,488.72,488.16,-0.115,WRONG,2024-10-10,BACKFILL
2024-10-10,BTC,FLAT,-5.49,HIGH,60274.5,62445.09,3.601,WRONG,2024-10-11,BACKFILL
2024-10-10,GLD,HELD,9.53,HIGH,242.82,245.47,1.091,RIGHT,2024-10-11,BACKFILL
2024-10-10,QQQ,LONG,7.1,HIGH,488.16,488.93,0.158,RIGHT,2024-10-11,BACKFILL
2024-10-11,BTC,FLAT,-2.03,MEDIUM,62445.09,66046.12,5.767,WRONG,2024-10-14,BACKFILL
2024-10-11,GLD,HELD,10.58,HIGH,245.47,245.07,-0.163,WRONG,2024-10-14,BACKFILL
2024-10-11,QQQ,LONG,7.18,HIGH,488.93,493.03,0.839,RIGHT,2024-10-14,BACKFILL
2024-10-14,BTC,LONG,3.69,MEDIUM,66046.12,67041.11,1.507,RIGHT,2024-10-15,BACKFILL
2024-10-14,GLD,HELD,10.25,HIGH,245.07,245.92,0.347,RIGHT,2024-10-15,BACKFILL
2024-10-14,QQQ,LONG,7.98,HIGH,493.03,486.44,-1.337,WRONG,2024-10-15,BACKFILL
2024-10-15,BTC,LONG,5.3,HIGH,67041.11,67612.72,0.853,RIGHT,2024-10-16,BACKFILL
2024-10-15,GLD,HELD,10.48,HIGH,245.92,247.15,0.5,RIGHT,2024-10-16,BACKFILL
2024-10-15,QQQ,LONG,6.46,HIGH,486.44,486.5,0.012,RIGHT,2024-10-16,BACKFILL
2024-10-16,BTC,LONG,6.26,HIGH,67612.72,67399.84,-0.315,WRONG,2024-10-17,BACKFILL
2024-10-16,GLD,HELD,10.88,HIGH,247.15,248.63,0.599,RIGHT,2024-10-17,BACKFILL
2024-10-16,QQQ,LONG,6.4,HIGH,486.5,486.83,0.068,RIGHT,2024-10-17,BACKFILL
2024-10-17,BTC,LONG,5.97,HIGH,67399.84,68418.79,1.512,RIGHT,2024-10-18,BACKFILL
2024-10-17,GLD,HELD,11.39,HIGH,248.63,251.27,1.062,RIGHT,2024-10-18,BACKFILL
2024-10-17,QQQ,LONG,6.39,HIGH,486.83,490.03,0.657,RIGHT,2024-10-18,BACKFILL
2024-10-18,BTC,LONG,7.58,HIGH,68418.79,67367.85,-1.536,WRONG,2024-10-21,BACKFILL
2024-10-18,GLD,HELD,12.4,HIGH,251.27,251.22,-0.02,WRONG,2024-10-21,BACKFILL
2024-10-18,QQQ,LONG,6.99,HIGH,490.03,490.97,0.192,RIGHT,2024-10-21,BACKFILL
2024-10-21,BTC,LONG,5.93,HIGH,67367.85,67361.41,-0.01,WRONG,2024-10-22,BACKFILL
2024-10-21,GLD,HELD,12.2,HIGH,251.22,253.93,1.079,RIGHT,2024-10-22,BACKFILL
2024-10-21,QQQ,LONG,7.1,HIGH,490.97,491.5,0.108,RIGHT,2024-10-22,BACKFILL
2024-10-22,BTC,LONG,5.86,HIGH,67361.41,66432.2,-1.379,WRONG,2024-10-23,BACKFILL
2024-10-22,GLD,HELD,13.23,HIGH,253.93,250.87,-1.205,WRONG,2024-10-23,BACKFILL
2024-10-22,QQQ,LONG,7.13,HIGH,491.5,483.97,-1.532,WRONG,2024-10-23,BACKFILL
2024-10-23,BTC,LONG,4.42,MEDIUM,66432.2,68161.05,2.602,RIGHT,2024-10-24,BACKFILL
2024-10-23,GLD,HELD,11.7,HIGH,250.87,252.8,0.769,RIGHT,2024-10-24,BACKFILL
2024-10-23,QQQ,LONG,5.42,HIGH,483.97,487.9,0.812,RIGHT,2024-10-24,BACKFILL
2024-10-24,BTC,LONG,7.1,HIGH,68161.05,66642.41,-2.228,WRONG,2024-10-25,BACKFILL
2024-10-24,GLD,HELD,12.39,HIGH,252.8,253.32,0.206,RIGHT,2024-10-25,BACKFILL
2024-10-24,QQQ,LONG,6.2,HIGH,487.9,490.87,0.609,RIGHT,2024-10-25,BACKFILL
2024-10-25,BTC,LONG,4.69,MEDIUM,66642.41,69907.76,4.9,RIGHT,2024-10-28,BACKFILL
2024-10-25,GLD,HELD,12.45,HIGH,253.32,253.33,0.004,RIGHT,2024-10-28,BACKFILL
2024-10-25,QQQ,LONG,6.77,HIGH,490.87,490.95,0.016,RIGHT,2024-10-28,BACKFILL
2024-10-28,BTC,LONG,9.82,HIGH,69907.76,72720.49,4.023,RIGHT,2024-10-29,BACKFILL
2024-10-28,GLD,HELD,12.28,HIGH,253.33,256.09,1.089,RIGHT,2024-10-29,BACKFILL
2024-10-28,QQQ,LONG,6.71,HIGH,490.95,495.66,0.959,RIGHT,2024-10-29,BACKFILL
2024-10-29,BTC,LONG,14.2,HIGH,72720.49,72339.54,-0.524,WRONG,2024-10-30,BACKFILL
2024-10-29,GLD,HELD,13.32,HIGH,256.09,257.5,0.551,RIGHT,2024-10-30,BACKFILL
2024-10-29,QQQ,LONG,7.64,HIGH,495.66,491.92,-0.755,WRONG,2024-10-30,BACKFILL
2024-10-30,BTC,LONG,13.57,HIGH,72339.54,70215.19,-2.937,WRONG,2024-10-31,BACKFILL
2024-10-30,GLD,HELD,13.76,HIGH,257.5,253.51,-1.55,WRONG,2024-10-31,BACKFILL
2024-10-30,QQQ,LONG,6.75,HIGH,491.92,479.5,-2.525,WRONG,2024-10-31,BACKFILL
2024-10-31,BTC,LONG,10.24,HIGH,70215.19,69482.47,-1.044,WRONG,2024-11-01,BACKFILL
2024-10-31,GLD,HELD,11.84,HIGH,253.51,252.47,-0.41,WRONG,2024-11-01,BACKFILL
2024-10-31,QQQ,LONG,3.99,MEDIUM,479.5,483.05,0.74,RIGHT,2024-11-01,BACKFILL
2024-11-01,BTC,LONG,9.09,HIGH,69482.47,67811.51,-2.405,WRONG,2024-11-04,BACKFILL
2024-11-01,GLD,HELD,11.24,HIGH,252.47,252.83,0.143,RIGHT,2024-11-04,BACKFILL
2024-11-01,QQQ,LONG,4.69,MEDIUM,483.05,481.64,-0.292,WRONG,2024-11-04,BACKFILL
2024-11-04,BTC,LONG,6.44,HIGH,67811.51,69359.56,2.283,RIGHT,2024-11-05,BACKFILL
2024-11-04,GLD,HELD,11.26,HIGH,252.83,253.4,0.225,RIGHT,2024-11-05,BACKFILL
2024-11-04,QQQ,LONG,4.32,MEDIUM,481.64,487.79,1.277,RIGHT,2024-11-05,BACKFILL
2024-11-05,BTC,LONG,8.83,HIGH,69359.56,75639.08,9.054,RIGHT,2024-11-06,BACKFILL
2024-11-05,GLD,HELD,11.38,HIGH,253.4,245.7,-3.039,WRONG,2024-11-06,BACKFILL
